cross	tetrad	individual	chromosome	left_bound	right_bound	mid_point	length
C2	C2-10	C2-10.3	chromosome_5	709216	731270	720243	22054
C2	C2-10	C2-10.3	chromosome_5	2804671	2805202	2804936	531
C2	C2-10	C2-10.3	chromosome_8	363506	364339	363922	833
C2	C2-10	C2-10.3	chromosome_8	4205847	4206430	4206138	583
C2	C2-10	C2-10.3	chromosome_9	2122731	2122934	2122832	203
C2	C2-10	C2-10.3	chromosome_10	3178213	3178373	3178293	160
C2	C2-10	C2-10.3	chromosome_12	489004	489417	489210	413
C2	C2-10	C2-10.3	chromosome_12	683005	692448	687726	9443
C2	C2-10	C2-10.3	chromosome_12	825296	871877	848586	46581
C2	C2-10	C2-10.3	chromosome_12	6931240	6940963	6936101	9723
C2	C2-10	C2-10.3	chromosome_13	524278	524812	524545	534
C2	C2-10	C2-10.3	chromosome_13	4741391	4741434	4741412	43
C2	C2-10	C2-10.3	chromosome_14	2312904	2312933	2312918	29
C2	C2-10	C2-10.4	chromosome_2	894755	895354	895054	599
C2	C2-10	C2-10.4	chromosome_2	2890548	3025815	2958181	135267
C2	C2-10	C2-10.4	chromosome_2	3660801	3690897	3675849	30096
C2	C2-10	C2-10.4	chromosome_2	7431337	7431407	7431372	70
C2	C2-10	C2-10.4	chromosome_3	2804568	2807319	2805943	2751
C2	C2-10	C2-10.4	chromosome_3	8362697	8415628	8389162	52931
C2	C2-10	C2-10.4	chromosome_3	8582077	8582093	8582085	16
C2	C2-10	C2-10.4	chromosome_4	2481226	2481874	2481550	648
C2	C2-10	C2-10.4	chromosome_6	2371503	2393854	2382678	22351
C2	C2-10	C2-10.4	chromosome_6	7358616	7359811	7359213	1195
C2	C2-10	C2-10.4	chromosome_7	1617538	1617629	1617583	91
C2	C2-10	C2-10.4	chromosome_11	1337258	1373525	1355391	36267
C2	C2-10	C2-10.4	chromosome_11	2013026	2013138	2013082	112
C2	C2-10	C2-10.4	chromosome_11	2193291	2286585	2239938	93294
C2	C2-10	C2-10.4	chromosome_15	1105959	1119034	1112496	13075
C2	C2-10	C2-10.4	chromosome_16	4304131	4304517	4304324	386
C2	C2-10	C2-10.4	chromosome_17	4679071	4704427	4691749	25356
C2	C2-10	C2-10.4	chromosome_17	4972150	5063031	5017590	90881
C2	C2-10	C2-10.4	chromosome_17	5083199	5125295	5104247	42096
C3	C3-9	C3-9.1	chromosome_1	3179578	3179698	3179638	120
C3	C3-9	C3-9.1	chromosome_2	2153802	2153915	2153858	113
C3	C3-9	C3-9.1	chromosome_2	2835477	2944147	2889812	108670
C3	C3-9	C3-9.1	chromosome_2	3478858	3544956	3511907	66098
C3	C3-9	C3-9.1	chromosome_2	6966532	6986840	6976686	20308
C3	C3-9	C3-9.1	chromosome_4	1438758	1539633	1489195	100875
C3	C3-9	C3-9.1	chromosome_5	1102537	1170132	1136334	67595
C3	C3-9	C3-9.1	chromosome_5	1881607	1906968	1894287	25361
C3	C3-9	C3-9.1	chromosome_6	4131801	4196464	4164132	64663
C3	C3-9	C3-9.1	chromosome_9	2416090	2444338	2430214	28248
C3	C3-9	C3-9.1	chromosome_9	2644193	2645170	2644681	977
C3	C3-9	C3-9.1	chromosome_9	2666592	2666646	2666619	54
C3	C3-9	C3-9.1	chromosome_9	3100694	3150095	3125394	49401
C3	C3-9	C3-9.1	chromosome_9	4049226	4049596	4049411	370
C3	C3-9	C3-9.1	chromosome_11	2205661	2274407	2240034	68746
C3	C3-9	C3-9.1	chromosome_12	6931414	6940963	6936188	9549
C3	C3-9	C3-9.1	chromosome_13	1494307	1494552	1494429	245
C3	C3-9	C3-9.1	chromosome_14	3141945	3182153	3162049	40208
C3	C3-9	C3-9.1	chromosome_15	309479	310692	310085	1213
C3	C3-9	C3-9.1	chromosome_16	4070768	4268758	4169763	197990
C3	C3-9	C3-9.2	chromosome_1	4880188	4880793	4880490	605
C3	C3-9	C3-9.2	chromosome_2	2835477	2944147	2889812	108670
C3	C3-9	C3-9.2	chromosome_2	3660820	3703719	3682269	42899
C3	C3-9	C3-9.2	chromosome_2	7979488	8013467	7996477	33979
C3	C3-9	C3-9.2	chromosome_3	3004963	3005916	3005439	953
C3	C3-9	C3-9.2	chromosome_3	8362842	8442404	8402623	79562
C3	C3-9	C3-9.2	chromosome_3	9029496	9029575	9029535	79
C3	C3-9	C3-9.2	chromosome_7	1980833	2047938	2014385	67105
C3	C3-9	C3-9.2	chromosome_8	3701761	3809563	3755662	107802
C3	C3-9	C3-9.2	chromosome_9	5908728	5908869	5908798	141
C3	C3-9	C3-9.2	chromosome_10	5658599	5662574	5660586	3975
C3	C3-9	C3-9.2	chromosome_17	2805632	2824692	2815162	19060
C3	C3-9	C3-9.3	chromosome_1	3179817	3280864	3230340	101047
C3	C3-9	C3-9.3	chromosome_2	194436	414437	304436	220001
C3	C3-9	C3-9.3	chromosome_2	2148117	2153490	2150803	5373
C3	C3-9	C3-9.3	chromosome_2	2835477	2944147	2889812	108670
C3	C3-9	C3-9.3	chromosome_2	3660820	3703719	3682269	42899
C3	C3-9	C3-9.3	chromosome_2	7979488	8013467	7996477	33979
C3	C3-9	C3-9.3	chromosome_6	4099590	4131800	4115695	32210
C3	C3-9	C3-9.3	chromosome_9	2416090	2444338	2430214	28248
C3	C3-9	C3-9.3	chromosome_10	5658599	5662574	5660586	3975
C3	C3-9	C3-9.3	chromosome_13	1494307	1494552	1494429	245
C3	C3-9	C3-9.3	chromosome_17	2824697	2825177	2824937	480
C3	C3-9	C3-9.4	chromosome_1	4880188	4880793	4880490	605
C3	C3-9	C3-9.4	chromosome_2	194436	414437	304436	220001
C3	C3-9	C3-9.4	chromosome_2	2835477	2944147	2889812	108670
C3	C3-9	C3-9.4	chromosome_2	3478858	3544956	3511907	66098
C3	C3-9	C3-9.4	chromosome_2	6966532	6986840	6976686	20308
C3	C3-9	C3-9.4	chromosome_3	3004963	3005916	3005439	953
C3	C3-9	C3-9.4	chromosome_3	8362842	8442404	8402623	79562
C3	C3-9	C3-9.4	chromosome_3	9029203	9029243	9029223	40
C3	C3-9	C3-9.4	chromosome_4	1438758	1539633	1489195	100875
C3	C3-9	C3-9.4	chromosome_5	1102537	1170132	1136334	67595
C3	C3-9	C3-9.4	chromosome_5	1881607	1906968	1894287	25361
C3	C3-9	C3-9.4	chromosome_7	1980833	2047938	2014385	67105
C3	C3-9	C3-9.4	chromosome_8	3701761	3809563	3755662	107802
C3	C3-9	C3-9.4	chromosome_9	2644193	2645170	2644681	977
C3	C3-9	C3-9.4	chromosome_9	2666949	2667015	2666982	66
C3	C3-9	C3-9.4	chromosome_9	3100694	3150095	3125394	49401
C3	C3-9	C3-9.4	chromosome_9	4049226	4049596	4049411	370
C3	C3-9	C3-9.4	chromosome_9	5908991	5909834	5909412	843
C3	C3-9	C3-9.4	chromosome_11	2205661	2274407	2240034	68746
C3	C3-9	C3-9.4	chromosome_12	6931081	6931407	6931244	326
C3	C3-9	C3-9.4	chromosome_14	3141945	3182153	3162049	40208
C3	C3-9	C3-9.4	chromosome_15	310814	310957	310885	143
C3	C3-9	C3-9.4	chromosome_16	4070768	4268758	4169763	197990
C3	C3-11	C3-11.1	chromosome_1	4169203	4183839	4176521	14636
C3	C3-11	C3-11.1	chromosome_2	2835477	2906824	2871150	71347
C3	C3-11	C3-11.1	chromosome_2	3478824	3544753	3511788	65929
C3	C3-11	C3-11.1	chromosome_2	7979488	8044490	8011989	65002
C3	C3-11	C3-11.1	chromosome_3	2536847	2537577	2537212	730
C3	C3-11	C3-11.1	chromosome_4	2748135	2748195	2748165	60
C3	C3-11	C3-11.1	chromosome_6	7404768	7404776	7404772	8
C3	C3-11	C3-11.1	chromosome_7	1980758	2047938	2014348	67180
C3	C3-11	C3-11.1	chromosome_9	2644193	2645170	2644681	977
C3	C3-11	C3-11.1	chromosome_9	4049203	4049566	4049384	363
C3	C3-11	C3-11.1	chromosome_10	1519415	1546433	1532924	27018
C3	C3-11	C3-11.1	chromosome_11	2205661	2274961	2240311	69300
C3	C3-11	C3-11.1	chromosome_13	1771273	1771293	1771283	20
C3	C3-11	C3-11.1	chromosome_14	3526443	3601232	3563837	74789
C3	C3-11	C3-11.1	chromosome_15	309479	310692	310085	1213
C3	C3-11	C3-11.1	chromosome_17	4679071	4701560	4690315	22489
C3	C3-11	C3-11.1	chromosome_17	5050211	5064794	5057502	14583
C3	C3-11	C3-11.2	chromosome_1	4169203	4183839	4176521	14636
C3	C3-11	C3-11.2	chromosome_2	1141868	1141971	1141919	103
C3	C3-11	C3-11.2	chromosome_2	2835477	2906824	2871150	71347
C3	C3-11	C3-11.2	chromosome_2	3660820	3703719	3682269	42899
C3	C3-11	C3-11.2	chromosome_2	6970345	6986840	6978592	16495
C3	C3-11	C3-11.2	chromosome_6	7403900	7404467	7404183	567
C3	C3-11	C3-11.2	chromosome_8	1519475	1519585	1519530	110
C3	C3-11	C3-11.2	chromosome_9	784619	784972	784795	353
C3	C3-11	C3-11.2	chromosome_9	2644193	2645170	2644681	977
C3	C3-11	C3-11.2	chromosome_9	3688623	3689101	3688862	478
C3	C3-11	C3-11.2	chromosome_10	1519415	1546433	1532924	27018
C3	C3-11	C3-11.2	chromosome_12	5178637	5450035	5314336	271398
C3	C3-11	C3-11.2	chromosome_13	1770985	1771222	1771103	237
C3	C3-11	C3-11.2	chromosome_14	3526443	3601232	3563837	74789
C3	C3-11	C3-11.2	chromosome_17	4679071	4701560	4690315	22489
C3	C3-11	C3-11.2	chromosome_17	5050211	5064794	5057502	14583
C3	C3-11	C3-11.3	chromosome_2	2835477	2906824	2871150	71347
C3	C3-11	C3-11.3	chromosome_2	3478824	3544753	3511788	65929
C3	C3-11	C3-11.3	chromosome_2	7979488	8044490	8011989	65002
C3	C3-11	C3-11.3	chromosome_3	2537577	2538407	2537992	830
C3	C3-11	C3-11.3	chromosome_4	2748195	2748372	2748283	177
C3	C3-11	C3-11.3	chromosome_5	718306	731663	724984	13357
C3	C3-11	C3-11.3	chromosome_5	2672969	2804886	2738927	131917
C3	C3-11	C3-11.3	chromosome_7	1980758	2047938	2014348	67180
C3	C3-11	C3-11.3	chromosome_9	2644193	2645170	2644681	977
C3	C3-11	C3-11.3	chromosome_9	4049203	4049566	4049384	363
C3	C3-11	C3-11.3	chromosome_11	2205661	2274961	2240311	69300
C3	C3-11	C3-11.3	chromosome_15	310814	310957	310885	143
C3	C3-11	C3-11.3	chromosome_16	1279225	1361448	1320336	82223
C3	C3-11	C3-11.3	chromosome_17	2583401	2584324	2583862	923
C3	C3-11	C3-11.3	chromosome_17	4679071	4701560	4690315	22489
C3	C3-11	C3-11.3	chromosome_17	5050211	5064794	5057502	14583
C3	C3-11	C3-11.4	chromosome_2	1141062	1141585	1141323	523
C3	C3-11	C3-11.4	chromosome_2	2835477	2906824	2871150	71347
C3	C3-11	C3-11.4	chromosome_2	3660820	3703719	3682269	42899
C3	C3-11	C3-11.4	chromosome_2	6970345	6986840	6978592	16495
C3	C3-11	C3-11.4	chromosome_5	718306	731663	724984	13357
C3	C3-11	C3-11.4	chromosome_5	2672969	2804886	2738927	131917
C3	C3-11	C3-11.4	chromosome_8	1519085	1519475	1519280	390
C3	C3-11	C3-11.4	chromosome_9	785266	785339	785302	73
C3	C3-11	C3-11.4	chromosome_9	2644193	2645170	2644681	977
C3	C3-11	C3-11.4	chromosome_9	3689303	3689397	3689350	94
C3	C3-11	C3-11.4	chromosome_12	5178637	5450035	5314336	271398
C3	C3-11	C3-11.4	chromosome_16	1361448	1369372	1365410	7924
C3	C3-11	C3-11.4	chromosome_17	2583401	2584324	2583862	923
C3	C3-11	C3-11.4	chromosome_17	4679071	4701560	4690315	22489
C3	C3-11	C3-11.4	chromosome_17	5050211	5064794	5057502	14583
C3	C3-3	C3-3.1	chromosome_1	647131	655066	651098	7935
C3	C3-3	C3-3.1	chromosome_1	3179698	3179817	3179757	119
C3	C3-3	C3-3.1	chromosome_2	2835477	2944147	2889812	108670
C3	C3-3	C3-3.1	chromosome_2	3660771	3703719	3682245	42948
C3	C3-3	C3-3.1	chromosome_3	8091832	8091887	8091859	55
C3	C3-3	C3-3.1	chromosome_5	443384	451845	447614	8461
C3	C3-3	C3-3.1	chromosome_7	5724171	5724778	5724474	607
C3	C3-3	C3-3.1	chromosome_8	1393200	1400547	1396873	7347
C3	C3-3	C3-3.1	chromosome_8	4119371	4120197	4119784	826
C3	C3-3	C3-3.1	chromosome_9	300152	352519	326335	52367
C3	C3-3	C3-3.1	chromosome_9	2644193	2645170	2644681	977
C3	C3-3	C3-3.1	chromosome_9	4049274	4049656	4049465	382
C3	C3-3	C3-3.1	chromosome_10	1826423	1829223	1827823	2800
C3	C3-3	C3-3.1	chromosome_10	3177650	3178464	3178057	814
C3	C3-3	C3-3.1	chromosome_12	3308175	3308334	3308254	159
C3	C3-3	C3-3.1	chromosome_14	2181445	2268104	2224774	86659
C3	C3-3	C3-3.1	chromosome_16	1075061	1279225	1177143	204164
C3	C3-3	C3-3.1	chromosome_17	3847618	3847702	3847660	84
C3	C3-3	C3-3.2	chromosome_1	7341722	7341760	7341741	38
C3	C3-3	C3-3.2	chromosome_2	1898280	1899211	1898745	931
C3	C3-3	C3-3.2	chromosome_2	2835477	2944147	2889812	108670
C3	C3-3	C3-3.2	chromosome_2	3660771	3703719	3682245	42948
C3	C3-3	C3-3.2	chromosome_3	1455173	1577863	1516518	122690
C3	C3-3	C3-3.2	chromosome_3	3991404	3991503	3991453	99
C3	C3-3	C3-3.2	chromosome_3	8091403	8091423	8091413	20
C3	C3-3	C3-3.2	chromosome_5	451992	452027	452009	35
C3	C3-3	C3-3.2	chromosome_6	2154460	2154638	2154549	178
C3	C3-3	C3-3.2	chromosome_6	4099022	4131800	4115411	32778
C3	C3-3	C3-3.2	chromosome_7	229077	229279	229178	202
C3	C3-3	C3-3.2	chromosome_8	1389684	1393200	1391442	3516
C3	C3-3	C3-3.2	chromosome_9	300152	352519	326335	52367
C3	C3-3	C3-3.2	chromosome_9	2644193	2645170	2644681	977
C3	C3-3	C3-3.2	chromosome_9	4049274	4049656	4049465	382
C3	C3-3	C3-3.2	chromosome_11	1337081	1373525	1355303	36444
C3	C3-3	C3-3.2	chromosome_11	2160631	2160790	2160710	159
C3	C3-3	C3-3.2	chromosome_11	2205661	2274961	2240311	69300
C3	C3-3	C3-3.2	chromosome_12	3308444	3348219	3328331	39775
C3	C3-3	C3-3.2	chromosome_12	5157723	5178637	5168180	20914
C3	C3-3	C3-3.2	chromosome_12	6471963	6474454	6473208	2491
C3	C3-3	C3-3.2	chromosome_16	1075061	1279225	1177143	204164
C3	C3-3	C3-3.2	chromosome_16	4070768	4268758	4169763	197990
C3	C3-3	C3-3.2	chromosome_17	3847142	3847618	3847380	476
C3	C3-3	C3-3.3	chromosome_1	647131	655066	651098	7935
C3	C3-3	C3-3.3	chromosome_1	3179817	3280864	3230340	101047
C3	C3-3	C3-3.3	chromosome_1	7341919	7344644	7343281	2725
C3	C3-3	C3-3.3	chromosome_2	2835477	2944147	2889812	108670
C3	C3-3	C3-3.3	chromosome_2	3660771	3703719	3682245	42948
C3	C3-3	C3-3.3	chromosome_2	4332786	4334401	4333593	1615
C3	C3-3	C3-3.3	chromosome_2	6967045	6986840	6976942	19795
C3	C3-3	C3-3.3	chromosome_4	3375259	3375302	3375280	43
C3	C3-3	C3-3.3	chromosome_7	5724788	5734299	5729543	9511
C3	C3-3	C3-3.3	chromosome_8	4120308	4120424	4120366	116
C3	C3-3	C3-3.3	chromosome_9	3655151	3655678	3655414	527
C3	C3-3	C3-3.3	chromosome_9	4049274	4049656	4049465	382
C3	C3-3	C3-3.3	chromosome_9	6161453	6162714	6162083	1261
C3	C3-3	C3-3.3	chromosome_10	3177650	3178464	3178057	814
C3	C3-3	C3-3.3	chromosome_12	5157723	5178637	5168180	20914
C3	C3-3	C3-3.3	chromosome_13	1494307	1494619	1494463	312
C3	C3-3	C3-3.3	chromosome_13	3192947	3193108	3193027	161
C3	C3-3	C3-3.3	chromosome_14	2181445	2268104	2224774	86659
C3	C3-3	C3-3.3	chromosome_15	310957	310979	310968	22
C3	C3-3	C3-3.4	chromosome_2	1898280	1899211	1898745	931
C3	C3-3	C3-3.4	chromosome_2	2835477	2944147	2889812	108670
C3	C3-3	C3-3.4	chromosome_2	3660771	3703719	3682245	42948
C3	C3-3	C3-3.4	chromosome_2	4332786	4334401	4333593	1615
C3	C3-3	C3-3.4	chromosome_2	6967045	6986840	6976942	19795
C3	C3-3	C3-3.4	chromosome_3	1455173	1577863	1516518	122690
C3	C3-3	C3-3.4	chromosome_3	3991318	3991404	3991361	86
C3	C3-3	C3-3.4	chromosome_4	3375469	3378830	3377149	3361
C3	C3-3	C3-3.4	chromosome_6	2154721	2154779	2154750	58
C3	C3-3	C3-3.4	chromosome_6	4099022	4131800	4115411	32778
C3	C3-3	C3-3.4	chromosome_7	229279	229847	229563	568
C3	C3-3	C3-3.4	chromosome_9	3655678	3655843	3655760	165
C3	C3-3	C3-3.4	chromosome_9	4049274	4049656	4049465	382
C3	C3-3	C3-3.4	chromosome_9	6148702	6161453	6155077	12751
C3	C3-3	C3-3.4	chromosome_10	1826423	1829223	1827823	2800
C3	C3-3	C3-3.4	chromosome_11	1337081	1373525	1355303	36444
C3	C3-3	C3-3.4	chromosome_11	2160212	2160624	2160418	412
C3	C3-3	C3-3.4	chromosome_11	2205661	2274961	2240311	69300
C3	C3-3	C3-3.4	chromosome_12	6471150	6471963	6471556	813
C3	C3-3	C3-3.4	chromosome_13	1494307	1494619	1494463	312
C3	C3-3	C3-3.4	chromosome_13	3192666	3192947	3192806	281
C3	C3-3	C3-3.4	chromosome_15	310692	310723	310707	31
C3	C3-3	C3-3.4	chromosome_16	4070768	4268758	4169763	197990
C3	C3-8	C3-8.1	chromosome_2	7979488	8018854	7999171	39366
C3	C3-8	C3-8.1	chromosome_3	1247837	1248179	1248008	342
C3	C3-8	C3-8.1	chromosome_6	7204405	7365548	7284976	161143
C3	C3-8	C3-8.1	chromosome_7	3477236	3477680	3477458	444
C3	C3-8	C3-8.1	chromosome_8	1699092	1699481	1699286	389
C3	C3-8	C3-8.1	chromosome_9	2644193	2645170	2644681	977
C3	C3-8	C3-8.1	chromosome_9	4049274	4049389	4049331	115
C3	C3-8	C3-8.1	chromosome_10	2569469	2569600	2569534	131
C3	C3-8	C3-8.1	chromosome_12	5699810	5699897	5699853	87
C3	C3-8	C3-8.2	chromosome_2	5082446	5824555	5453500	742109
C3	C3-8	C3-8.2	chromosome_3	1247837	1248179	1248008	342
C3	C3-8	C3-8.2	chromosome_5	718306	731663	724984	13357
C3	C3-8	C3-8.2	chromosome_5	2672969	2804886	2738927	131917
C3	C3-8	C3-8.2	chromosome_10	2569676	2569716	2569696	40
C3	C3-8	C3-8.2	chromosome_16	6056405	6117013	6086709	60608
C3	C3-8	C3-8.3	chromosome_1	4168528	4183839	4176183	15311
C3	C3-8	C3-8.3	chromosome_2	7979488	8018854	7999171	39366
C3	C3-8	C3-8.3	chromosome_4	2706144	2706944	2706544	800
C3	C3-8	C3-8.3	chromosome_6	7204405	7365548	7284976	161143
C3	C3-8	C3-8.3	chromosome_7	3476815	3477012	3476913	197
C3	C3-8	C3-8.3	chromosome_8	1699092	1699481	1699286	389
C3	C3-8	C3-8.3	chromosome_9	2644193	2645170	2644681	977
C3	C3-8	C3-8.3	chromosome_9	4049274	4049389	4049331	115
C3	C3-8	C3-8.3	chromosome_9	6900329	6903824	6902076	3495
C3	C3-8	C3-8.3	chromosome_11	3403690	3403952	3403821	262
C3	C3-8	C3-8.3	chromosome_12	5700216	5700382	5700299	166
C3	C3-8	C3-8.3	chromosome_13	1770985	1771222	1771103	237
C3	C3-8	C3-8.3	chromosome_14	1538623	1538804	1538713	181
C3	C3-8	C3-8.3	chromosome_15	847360	850538	848949	3178
C3	C3-8	C3-8.3	chromosome_17	1494662	2122130	1808396	627468
C3	C3-8	C3-8.4	chromosome_1	4168528	4183839	4176183	15311
C3	C3-8	C3-8.4	chromosome_2	5082446	5824555	5453500	742109
C3	C3-8	C3-8.4	chromosome_4	2705802	2705934	2705868	132
C3	C3-8	C3-8.4	chromosome_5	718306	731663	724984	13357
C3	C3-8	C3-8.4	chromosome_5	2672969	2804886	2738927	131917
C3	C3-8	C3-8.4	chromosome_9	6903962	6904077	6904019	115
C3	C3-8	C3-8.4	chromosome_11	3402088	3403668	3402878	1580
C3	C3-8	C3-8.4	chromosome_13	1771305	1771437	1771371	132
C3	C3-8	C3-8.4	chromosome_14	1538495	1538594	1538544	99
C3	C3-8	C3-8.4	chromosome_15	847360	850538	848949	3178
C3	C3-8	C3-8.4	chromosome_16	6056405	6117013	6086709	60608
C3	C3-8	C3-8.4	chromosome_17	1494662	2122130	1808396	627468
C3	C3-17	C3-17.1	chromosome_1	4253031	4254896	4253963	1865
C3	C3-17	C3-17.1	chromosome_2	2835477	2906787	2871132	71310
C3	C3-17	C3-17.1	chromosome_2	3660820	3703719	3682269	42899
C3	C3-17	C3-17.1	chromosome_2	5082446	5824555	5453500	742109
C3	C3-17	C3-17.1	chromosome_6	5231844	5232826	5232335	982
C3	C3-17	C3-17.1	chromosome_7	5092410	5092504	5092457	94
C3	C3-17	C3-17.1	chromosome_8	728966	731871	730418	2905
C3	C3-17	C3-17.1	chromosome_9	2644193	2645170	2644681	977
C3	C3-17	C3-17.1	chromosome_9	4049274	4049566	4049420	292
C3	C3-17	C3-17.1	chromosome_12	3308175	3356129	3332152	47954
C3	C3-17	C3-17.1	chromosome_13	1115053	1151334	1133193	36281
C3	C3-17	C3-17.1	chromosome_17	2824697	2825105	2824901	408
C3	C3-17	C3-17.2	chromosome_2	2835477	2906787	2871132	71310
C3	C3-17	C3-17.2	chromosome_2	3660820	3703719	3682269	42899
C3	C3-17	C3-17.2	chromosome_2	7979488	8019785	7999636	40297
C3	C3-17	C3-17.2	chromosome_2	9065923	9096853	9081388	30930
C3	C3-17	C3-17.2	chromosome_3	1577863	1655282	1616572	77419
C3	C3-17	C3-17.2	chromosome_4	2835184	2835380	2835282	196
C3	C3-17	C3-17.2	chromosome_5	718290	731663	724976	13373
C3	C3-17	C3-17.2	chromosome_5	3084274	3085275	3084774	1001
C3	C3-17	C3-17.2	chromosome_9	2644193	2645170	2644681	977
C3	C3-17	C3-17.2	chromosome_9	4049274	4049566	4049420	292
C3	C3-17	C3-17.2	chromosome_9	4197715	4197739	4197727	24
C3	C3-17	C3-17.2	chromosome_9	6614393	6711212	6662802	96819
C3	C3-17	C3-17.2	chromosome_10	6128140	6129150	6128645	1010
C3	C3-17	C3-17.2	chromosome_11	982902	983041	982971	139
C3	C3-17	C3-17.2	chromosome_12	8258999	8259170	8259084	171
C3	C3-17	C3-17.2	chromosome_14	2181445	2268050	2224747	86605
C3	C3-17	C3-17.2	chromosome_16	2630357	2630682	2630519	325
C3	C3-17	C3-17.2	chromosome_16	6759149	6759264	6759206	115
C3	C3-17	C3-17.3	chromosome_2	2835477	2906787	2871132	71310
C3	C3-17	C3-17.3	chromosome_2	3660820	3703719	3682269	42899
C3	C3-17	C3-17.3	chromosome_2	5082446	5824555	5453500	742109
C3	C3-17	C3-17.3	chromosome_3	1655282	1746011	1700646	90729
C3	C3-17	C3-17.3	chromosome_9	4197404	4197580	4197492	176
C3	C3-17	C3-17.3	chromosome_13	1151334	1161851	1156592	10517
C3	C3-17	C3-17.3	chromosome_16	6759149	6759264	6759206	115
C3	C3-17	C3-17.4	chromosome_1	4253031	4254896	4253963	1865
C3	C3-17	C3-17.4	chromosome_2	2835477	2906787	2871132	71310
C3	C3-17	C3-17.4	chromosome_2	3660820	3703719	3682269	42899
C3	C3-17	C3-17.4	chromosome_2	7979488	8019785	7999636	40297
C3	C3-17	C3-17.4	chromosome_2	9065923	9096853	9081388	30930
C3	C3-17	C3-17.4	chromosome_4	2835184	2835380	2835282	196
C3	C3-17	C3-17.4	chromosome_5	718290	731663	724976	13373
C3	C3-17	C3-17.4	chromosome_5	3084274	3085275	3084774	1001
C3	C3-17	C3-17.4	chromosome_6	5231844	5232826	5232335	982
C3	C3-17	C3-17.4	chromosome_7	5092504	5095513	5094008	3009
C3	C3-17	C3-17.4	chromosome_8	728966	731871	730418	2905
C3	C3-17	C3-17.4	chromosome_9	6614393	6711212	6662802	96819
C3	C3-17	C3-17.4	chromosome_10	6127417	6128140	6127778	723
C3	C3-17	C3-17.4	chromosome_11	981172	982794	981983	1622
C3	C3-17	C3-17.4	chromosome_12	3308175	3356129	3332152	47954
C3	C3-17	C3-17.4	chromosome_12	8258678	8258897	8258787	219
C3	C3-17	C3-17.4	chromosome_14	2181445	2268050	2224747	86605
C3	C3-17	C3-17.4	chromosome_16	2630995	2631574	2631284	579
C3	C3-17	C3-17.4	chromosome_17	2805632	2824697	2815164	19065
C3	C3-7	C3-7.1	chromosome_2	1442139	1442232	1442185	93
C3	C3-7	C3-7.1	chromosome_2	7979488	8018854	7999171	39366
C3	C3-7	C3-7.1	chromosome_3	1266261	1289495	1277878	23234
C3	C3-7	C3-7.1	chromosome_4	1730942	1731866	1731404	924
C3	C3-7	C3-7.1	chromosome_7	1301865	1320565	1311215	18700
C3	C3-7	C3-7.1	chromosome_7	5435442	5435567	5435504	125
C3	C3-7	C3-7.1	chromosome_12	3017417	3017514	3017465	97
C3	C3-7	C3-7.1	chromosome_12	5106980	5144392	5125686	37412
C3	C3-7	C3-7.1	chromosome_13	691988	843333	767660	151345
C3	C3-7	C3-7.1	chromosome_14	3526443	3542567	3534505	16124
C3	C3-7	C3-7.1	chromosome_16	1075061	1279225	1177143	204164
C3	C3-7	C3-7.1	chromosome_17	1490248	1494452	1492350	4204
C3	C3-7	C3-7.1	chromosome_17	4679071	4701560	4690315	22489
C3	C3-7	C3-7.1	chromosome_17	5050211	5066807	5058509	16596
C3	C3-7	C3-7.2	chromosome_2	1441943	1442005	1441974	62
C3	C3-7	C3-7.2	chromosome_2	7979488	8018854	7999171	39366
C3	C3-7	C3-7.2	chromosome_3	1266261	1289495	1277878	23234
C3	C3-7	C3-7.2	chromosome_7	5435097	5435420	5435258	323
C3	C3-7	C3-7.2	chromosome_9	6711212	6727177	6719194	15965
C3	C3-7	C3-7.2	chromosome_10	5645709	5654376	5650042	8667
C3	C3-7	C3-7.2	chromosome_13	691988	843333	767660	151345
C3	C3-7	C3-7.2	chromosome_15	720453	730997	725725	10544
C3	C3-7	C3-7.2	chromosome_17	4679071	4701560	4690315	22489
C3	C3-7	C3-7.2	chromosome_17	5050211	5066807	5058509	16596
C3	C3-7	C3-7.3	chromosome_1	2415848	2415906	2415877	58
C3	C3-7	C3-7.3	chromosome_2	6970345	6986840	6978592	16495
C3	C3-7	C3-7.3	chromosome_4	1730568	1730633	1730600	65
C3	C3-7	C3-7.3	chromosome_5	718306	731663	724984	13357
C3	C3-7	C3-7.3	chromosome_5	2672969	2804886	2738927	131917
C3	C3-7	C3-7.3	chromosome_6	5901805	5922444	5912124	20639
C3	C3-7	C3-7.3	chromosome_7	1301865	1320565	1311215	18700
C3	C3-7	C3-7.3	chromosome_8	693919	706660	700289	12741
C3	C3-7	C3-7.3	chromosome_9	4026003	4028292	4027147	2289
C3	C3-7	C3-7.3	chromosome_9	4048518	4049566	4049042	1048
C3	C3-7	C3-7.3	chromosome_10	636367	672286	654326	35919
C3	C3-7	C3-7.3	chromosome_11	2651931	2652507	2652219	576
C3	C3-7	C3-7.3	chromosome_12	5106980	5144392	5125686	37412
C3	C3-7	C3-7.3	chromosome_14	3525996	3526443	3526219	447
C3	C3-7	C3-7.3	chromosome_16	1075061	1279225	1177143	204164
C3	C3-7	C3-7.3	chromosome_17	1494662	2122130	1808396	627468
C3	C3-7	C3-7.3	chromosome_17	4679071	4701560	4690315	22489
